74	94669		0x01	1	205	113	113	205
75	95406		0x01	1	174	116	116	174
76	95706		0x01	1	218	117	117	218
77	95754		0x01	1	10	118	118	10
78	96159		0x01	1	159	119	119	159
79	96247		0x01	1	247	119	119	247
80	96259		0x01	1	3	120	120	3
81	97368		0x01	1	88	124	124	88
82	98796		0x01	1	236	129	129	236
83	99445		0x01	1	117	132	132	117
84	99492		0x01	1	164	132	132	164
85	99825		0x01	1	241	133	133	241
86	99828		0x01	1	244	133	133	244
87	99966		0x0F	1	126	134	134	126
88	100254		0x01	1	158	135	135	158
89	100315		0x01	1	219	135	135	219
90	100316		0x01	1	220	135	135	220
91	101335		0x01	1	215	139	139	215
92	101520		0x01	1	144	140	140	144
93	101776		0x1B	1	144	141	141	144
94	102056		0x01	1	168	142	142	168
95	102631		0x01	1	231	144	144	231
96	102811		0x01	1	155	145	145	155
97	103038		0x01	1	126	146	146	126
98	103124		0x01	1	212	146	146	212
99	103328		0x01	1	160	147	147	160
100	103418		0x01	1	250	147	147	250
101	103828		0x01	1	148	149	149	148
102	104083		0x01	1	147	150	150	147
103	104094		0x01	1	158	150	150	158
104	104347		0x01	1	155	151	151	155
105	104396		0x01	1	204	151	151	204
106	104437		0x01	1	245	151	151	245
107	104809		0x01	1	105	153	153	105
108	104810		0x01	1	106	153	153	106
109	105394		0x01	1	178	155	155	178
110	105924		0x01	1	196	157	157	196
111	106906		0x01	1	154	161	161	154
112	107127		0x01	1	119	162	162	119
113	107374		0x01	1	110	163	163	110
114	107461		0x01	1	197	163	163	197
115	107697		0x01	1	177	164	164	177
116	107771		0x01	1	251	164	164	251
117	107972		0x01	1	196	165	165	196
118	108656		0x01	1	112	168	168	112
119	110021		0x01	1	197	173	173	197
120	110081		0x01	1	1	174	174	1
121	110251		0x01	1	171	174	174	171
122	110714		0x01	1	122	176	176	122
123	110864		0x01	1	16	177	177	16
124	111006		0x01	1	158	177	177	158
125	111240		0x01	1	136	178	178	136
126	111246		0x01	1	142	178	178	142
127	111808		0x01	1	192	180	180	192
128	112062		0x01	1	190	181	181	190
129	112130		0x01	1	2	182	182	2
130	112943		0x01	1	47	185	185	47
131	113076		0x01	1	180	185	185	180
132	114067		0x01	1	147	189	189	147
133	114325		0x01	1	149	190	190	149
134	114326		0x01	1	150	190	190	150
135	114348		0x01	1	172	190	190	172
136	115013		0x01	1	69	193	193	69
137	115177		0x01	1	233	193	193	233
138	115291		0x01	1	91	194	194	91
139	115292		0x01	1	92	194	194	92
140	115321		0x01	1	121	194	194	121
141	115344		0x01	1	144	194	194	144
142	115457		0x01	1	1	195	195	1
143	116803		0x01	1	67	200	200	67
144	116870		0x01	1	134	200	200	134
145	117916		0x01	1	156	204	204	156
146	117927		0x01	1	167	204	204	167
147	118994		0x01	1	210	208	208	210
148	119037		0x01	1	253	208	208	253
149	120269		0x01	1	205	213	213	205
150	120464		0x1B	1	144	214	214	144
151	120958		0x01	1	126	216	216	126
152	121513		0x01	1	169	218	218	169
153	121544		0x01	1	200	218	218	200
154	121602		0x01	1	2	219	219	2
155	121740		0x01	1	140	219	219	140
156	121788		0x01	1	188	219	219	188
157	122554		0x01	1	186	222	222	186
158	123272		0x01	1	136	225	225	136
159	124938		0x01	1	10	232	232	10
160	125086		0x01	1	158	232	232	158
161	125351		0x01	1	167	233	233	167
162	126117		0x01	1	165	236	236	165
163	126476		0x01	1	12	238	238	12
164	126670		0x01	1	206	238	238	206
165	127757		0x01	1	13	243	243	13
166	128144		0x01	1	144	244	244	144
167	128712		0x01	1	200	246	246	200
168	129405		0x01	1	125	249	249	125
169	129512		0x01	1	232	249	249	232
170	129822		0x01	1	30	251	251	30
171	129889		0x01	1	97	251	251	97
172	130169		0x01	1	121	252	252	121
173	130462		0x01	1	158	253	253	158
174	130526		0x01	1	222	253	253	222
175	130659		0x01	1	99	254	254	99
176	130685		0x01	1	125	254	254	125
177	135087		0x01	2	175	15	15	431
178	139957		0x01	2	181	34	34	437
179	147279		0x01	2	79	63	63	335
180	147280		0x01	2	80	63	63	336
181	147497		0x01	2	41	64	64	297
182	150662		0x01	2	134	76	76	390
183	152002		0x01	2	194	81	81	450
184	155047		0x01	2	167	93	93	423
185	155833		0x01	2	185	96	96	441
186	155834		0x01	2	186	96	96	442
187	161633		0x1B	2	97	119	119	353
188	161634		0x15	2	98	119	119	354
189	161949		0x01	2	157	120	120	413
190	161950		0x01	2	158	120	120	414
191	162210		0x01	2	162	121	121	418
192	162226		0x01	2	178	121	121	434
193	164124		0x01	2	28	129	129	284
194	166010		0x01	2	122	136	136	378
195	168258		0x01	2	66	145	145	322
196	173107		0x01	2	51	164	164	307
197	173108		0x01	2	52	164	164	308
198	177603		0x01	2	195	181	181	451
199	179497		0x01	2	41	189	189	297
200	179498		0x01	2	42	189	189	298
201	181206		0x01	2	214	195	195	470
202	184702		0x01	2	126	209	209	382
203	185284		0x01	2	196	211	211	452
204	185377		0x01	2	33	212	212	289
205	185408		0x01	2	64	212	212	320
206	186831		0x01	2	207	217	217	463
207	186892		0x01	2	12	218	218	268
208	191092		0x01	2	116	234	234	372
209	191473		0x01	2	241	235	235	497
210	191474		0x01	2	242	235	235	498
211	192903		0x1F	2	135	241	241	391
212	194718		0x0D	2	158	248	248	414
213	204206		0x1F	3	174	29	482	337
214	205568		0x05	3	0	35	476	511
215	223143		0x01	3	167	103	408	344
216	223164		0x1F	3	188	103	408	323
217	232566		0x01	3	118	140	371	393
218	240281		0x1F	3	153	170	341	358
219	261668		0x01	3	36	254	257	475
